ciudad,sector,pmc,ccmc,ap,dsc,bps,ac
Guayaquil,Urdenor,99.86190924140129,7.700747712380715e-06,401.4512195121951,0.05329489659368404,2.31740614334471,12.0
Guayaquil,Urdesa,96.87229553603166,2.116287377008745e-06,505.49885163068444,0.039893263307932754,2.1514950166112956,146.0
Guayaquil,Valdivia,24.732461170414265,1.765084208887449e-05,0.0,0.051044174695466654,1.3,0.0
Guayaquil,Valle Alto,59.94828127513609,7.134657859575854e-07,352.2641509433962,0.1846405116751706,2.335570469798658,1.0
Guayaquil,Veranda,87.21931904868164,1.7375229089103304e-05,508.8888888888889,0.13461013144457393,3.3777777777777778,1.0
Guayaquil,Vereda del Rio,130.64177144903243,1.406472929649845e-05,0.0,0.12000104392805541,5.0,0.0
Guayaquil,Vergeles,32.74163419288125,3.591105008989889e-06,639.7619047619048,0.10724811646710923,2.418269230769231,6.0
Guayaquil,Vicrieel,84.66125532196384,0.0,588.75,0.14291908074351525,3.134020618556701,2.0
Guayaquil,Villa Bonita,37.11965627433656,5.724500939079488e-07,294.2105263157895,0.17430734969859404,3.361904761904762,0.0
Guayaquil,Villa Club,66.68474259031635,3.332530852029225e-07,488.4625,0.15963478836971495,3.1051401869158877,2.0
Guayaquil,Villa Italia,46.38953001556511,4.591636476230092e-06,343.75,0.14389176758912617,2.4365079365079363,0.0
Guayaquil,Villas del Bosque,78.89366889060715,0.0,745.0,0.18718971837167026,3.0202020202020203,0.0
Guayaquil,Villas del Rey,36.3949777764516,0.0,329.31451612903226,0.1799992014431208,2.1538461538461537,0.0
Guayaquil,Vista Sol,176.34155784397288,0.0,851.5263157894736,0.10727858836896922,3.6774193548387095,3.0
Guayaquil,Vista al Rio,118.08449359370216,6.3805504198998685e-06,320.0,0.06086773670468342,1.6666666666666667,0.0
Guayaquil,Volare,65.03561772605524,2.7131702546339482e-05,540.0,0.1480844766821352,2.96,0.0
Quito,Argelia,549.9651211161242,4.232569320028879e-07,1660.2790697674418,0.06268300133798288,2.1553398058252426,9.0
Quito,Atahualpa,761.8848311139758,2.031381431716563e-06,1075.6,0.034903665101418235,2.6666666666666665,11.0
Quito,Belisario Quevedo,604.2735489423474,7.950170164365027e-07,404.7229102167183,0.028128332179072443,1.9623467600700526,121.0
Quito,Carcelen,721.6674591994451,1.025747820934205e-06,490.0,0.14082782553380016,3.0357439733998337,14.0
Quito,Centro Historico,637.4459487755277,1.8321967444486118e-06,668.25,0.006735162174864813,2.671957671957672,9.0
Quito,Chillogallo,396.69895177606577,0.0,305.0,0.08443088373242155,2.4358974358974357,5.0
Quito,Chimbacalle,737.4984211031563,8.360260971410652e-07,388.3,0.022904466174762123,3.3076923076923075,6.0
Quito,Comite del Pueblo,526.235252814767,9.674729703845265e-07,1842.99,0.11552079852263099,2.65,7.0
Quito,Cotocollao,509.8239201187966,1.142183326118916e-06,392.2369668246445,0.10280712420230197,2.38755980861244,25.0
Quito,El Inca,618.1223400851173,2.3395980447461705e-06,502.3353500432152,0.0669239769302369,2.006260671599317,119.0
Quito,El Pintado,669.2886627627917,6.576376736693591e-07,257.75,0.04901145733992404,2.422222222222222,3.0
Quito,El condado,789.1705465425107,1.9162223835879107e-06,511.53846153846155,0.1263644456573383,2.689189189189189,0.0
Quito,Guamani,353.21694968918894,1.2570260840331906e-07,1326.3235294117646,0.12606787867551997,2.2635135135135136,0.0
Quito,Iñaquito,640.5891175658473,3.1352264409410822e-06,579.3984079342295,0.05053022617142154,1.8755042170883756,1099.0
Quito,La Ecuatoriana,437.47987605380234,1.6179816659411272e-07,520.0,0.10722429938399922,2.626865671641791,1.0
Quito,La Ferroviaria,393.0614461301094,1.6481465673289402e-07,302.22222222222223,0.03907244288322456,2.462857142857143,0.0
Quito,La Mena,481.8978424269371,5.432793470160496e-07,298.27272727272725,0.058022819764599935,3.485294117647059,3.0
Quito,La Paz,871.5753461603515,3.830508956217529e-06,774.0178326474622,0.03850392758684601,2.380782918149466,91.0
Quito,La Tola,556.6821958301108,1.1337058695794057e-06,663.5714285714286,0.008733005257993875,2.925925925925926,4.0
Quito,La Vicentina,709.4608611594197,1.8393890941752066e-06,393.3720930232558,0.02707867419921805,3.2093023255813953,0.0
Quito,Magdalena,298.4017422628917,4.245011247805195e-06,665.0,0.026013262942174015,1.9565217391304348,11.0
Quito,MarcoPamba,393.967029418695,4.048112527036499e-07,848.5714285714286,0.03891612767548691,2.2777777777777777,2.0
Quito,Mariscal Sucre,521.0661268381715,6.416883364616592e-06,559.5174909529553,0.026505700024866907,1.7528373266078183,424.0
Quito,Ponceano,649.2859709613173,4.642295824217066e-07,623.481418918919,0.11563469781134864,2.6873706004140785,52.0
Quito,Quitumbe,349.72827320392804,0.0,1607.8676470588234,0.085494963527006,2.3568464730290457,10.0
Quito,San Bartolo,391.256839781127,1.0854631058697719e-06,1798.888888888889,0.04490099866093975,2.5,1.0
Quito,San Carlos,393.6851849312251,2.694664938616019e-06,279.35897435897436,0.08824178716266036,1.7477064220183487,14.0
Quito,San Isidro del Inca,648.9281364492848,4.133585654819008e-07,524.9646017699115,0.0953740992540031,2.636190476190476,8.0
Quito,San Juan,459.3266415474705,1.022462115986407e-06,641.6605504587156,0.009704067704426144,2.431893687707641,37.0
Quito,Santa Anita,1213.6891619468176,0.0,300.0,0.09994333446267722,4.970588235294118,0.0
Quito,Santa Isabel,507.5302446135677,0.0,1602.909090909091,0.10432902065741229,3.1481481481481484,0.0
Quito,Santa Rita,391.6415818844741,6.29392634059965e-07,504.2857142857143,0.06502111521174035,1.6865671641791045,3.0
Quito,Solanda,369.9780975429839,2.739628992210588e-06,451.05263157894734,0.055961106408292126,2.456140350877193,3.0
Quito,Turubamba,474.9739072349685,1.6929885285065878e-06,540.6451612903226,0.06557069973697963,2.4503311258278146,4.0
